,penguin_ID,Video_ID,Date,Time,Frame_No,Label,File_Name,split
22,GI-LP0237,MOVI0009,2016-10-18,09:49:40,1661,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_40_1661.png,train
23,GI-LP0237,MOVI0009,2016-10-18,09:49:40,1662,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_40_1662.png,train
24,GI-LP0237,MOVI0009,2016-10-18,09:49:40,1663,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_40_1663.png,train
25,GI-LP0237,MOVI0009,2016-10-18,09:49:40,1664,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_40_1664.png,train
26,GI-LP0237,MOVI0009,2016-10-18,09:49:40,1665,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_40_1665.png,train
27,GI-LP0237,MOVI0009,2016-10-18,09:49:40,1666,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_40_1666.png,train
28,GI-LP0237,MOVI0009,2016-10-18,09:49:40,1667,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_40_1667.png,train
29,GI-LP0237,MOVI0009,2016-10-18,09:49:40,1668,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_40_1668.png,train
30,GI-LP0237,MOVI0009,2016-10-18,09:49:40,1669,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_40_1669.png,train
31,GI-LP0237,MOVI0009,2016-10-18,09:49:53,2068,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_53_2068.png,train
32,GI-LP0237,MOVI0009,2016-10-18,09:49:53,2069,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_53_2069.png,train
33,GI-LP0237,MOVI0009,2016-10-18,09:49:54,2070,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_54_2070.png,train
34,GI-LP0237,MOVI0009,2016-10-18,09:49:54,2071,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_54_2071.png,train
35,GI-LP0237,MOVI0009,2016-10-18,09:49:54,2072,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_54_2072.png,train
36,GI-LP0237,MOVI0009,2016-10-18,09:49:54,2073,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_54_2073.png,train
37,GI-LP0237,MOVI0009,2016-10-18,09:49:54,2074,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_54_2074.png,train
38,GI-LP0237,MOVI0009,2016-10-18,09:49:54,2075,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_54_2075.png,train
39,GI-LP0237,MOVI0009,2016-10-18,09:49:54,2076,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_54_2076.png,train
40,GI-LP0237,MOVI0009,2016-10-18,09:49:54,2077,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_54_2077.png,train
41,GI-LP0237,MOVI0009,2016-10-18,09:49:54,2078,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_54_2078.png,train
42,GI-LP0237,MOVI0009,2016-10-18,09:49:54,2079,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_54_2079.png,train
43,GI-LP0237,MOVI0009,2016-10-18,09:49:54,2080,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_54_2080.png,train
44,GI-LP0237,MOVI0009,2016-10-18,09:49:54,2081,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_54_2081.png,train
45,GI-LP0237,MOVI0009,2016-10-18,09:49:54,2082,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_54_2082.png,train
46,GI-LP0237,MOVI0009,2016-10-18,09:49:54,2083,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_54_2083.png,train
47,GI-LP0237,MOVI0009,2016-10-18,09:49:54,2084,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_54_2084.png,train
48,GI-LP0237,MOVI0009,2016-10-18,09:49:54,2085,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_54_2085.png,train
49,GI-LP0237,MOVI0009,2016-10-18,09:49:54,2086,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_54_2086.png,train
50,GI-LP0237,MOVI0009,2016-10-18,09:49:54,2087,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_54_2087.png,train
51,GI-LP0237,MOVI0009,2016-10-18,09:49:54,2088,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_54_2088.png,train
52,GI-LP0237,MOVI0009,2016-10-18,09:49:54,2089,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_54_2089.png,train
53,GI-LP0237,MOVI0009,2016-10-18,09:49:54,2090,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_54_2090.png,train
54,GI-LP0237,MOVI0009,2016-10-18,09:49:54,2091,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_54_2091.png,train
55,GI-LP0237,MOVI0009,2016-10-18,09:49:54,2092,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_54_2092.png,train
56,GI-LP0237,MOVI0009,2016-10-18,09:49:54,2093,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_54_2093.png,train
57,GI-LP0237,MOVI0009,2016-10-18,09:49:54,2094,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_54_2094.png,train
58,GI-LP0237,MOVI0009,2016-10-18,09:49:54,2095,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_54_2095.png,train
59,GI-LP0237,MOVI0009,2016-10-18,09:49:54,2096,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_54_2096.png,train
60,GI-LP0237,MOVI0009,2016-10-18,09:49:54,2097,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_54_2097.png,train
61,GI-LP0237,MOVI0009,2016-10-18,09:49:54,2098,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_54_2098.png,train
62,GI-LP0237,MOVI0009,2016-10-18,09:49:54,2099,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_54_2099.png,train
63,GI-LP0237,MOVI0009,2016-10-18,09:49:55,2100,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_55_2100.png,train
64,GI-LP0237,MOVI0009,2016-10-18,09:49:55,2101,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_55_2101.png,train
65,GI-LP0237,MOVI0009,2016-10-18,09:49:55,2102,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_55_2102.png,train
66,GI-LP0237,MOVI0009,2016-10-18,09:49:55,2103,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_55_2103.png,train
67,GI-LP0237,MOVI0009,2016-10-18,09:49:55,2104,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_55_2104.png,train
68,GI-LP0237,MOVI0009,2016-10-18,09:49:55,2105,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_55_2105.png,train
69,GI-LP0237,MOVI0009,2016-10-18,09:49:55,2106,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_55_2106.png,train
70,GI-LP0237,MOVI0009,2016-10-18,09:49:55,2107,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_55_2107.png,train
71,GI-LP0237,MOVI0009,2016-10-18,09:49:55,2108,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_55_2108.png,train
72,GI-LP0237,MOVI0009,2016-10-18,09:49:55,2109,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_55_2109.png,train
73,GI-LP0237,MOVI0009,2016-10-18,09:49:55,2110,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_55_2110.png,train
74,GI-LP0237,MOVI0009,2016-10-18,09:49:55,2111,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_55_2111.png,train
75,GI-LP0237,MOVI0009,2016-10-18,09:49:55,2112,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_55_2112.png,train
76,GI-LP0237,MOVI0009,2016-10-18,09:49:55,2113,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_55_2113.png,train
77,GI-LP0237,MOVI0009,2016-10-18,09:49:55,2114,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_55_2114.png,train
78,GI-LP0237,MOVI0009,2016-10-18,09:49:55,2115,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_49_55_2115.png,train
79,GI-LP0237,MOVI0009,2016-10-18,09:59:01,18494,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_59_01_18494.png,train
80,GI-LP0237,MOVI0009,2016-10-18,09:59:01,18495,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_59_01_18495.png,train
81,GI-LP0237,MOVI0009,2016-10-18,09:59:01,18496,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_59_01_18496.png,train
82,GI-LP0237,MOVI0009,2016-10-18,09:59:01,18497,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_59_01_18497.png,train
83,GI-LP0237,MOVI0009,2016-10-18,09:59:01,18498,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_59_01_18498.png,train
84,GI-LP0237,MOVI0009,2016-10-18,09:59:01,18499,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_59_01_18499.png,train
85,GI-LP0237,MOVI0009,2016-10-18,09:59:01,18500,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_59_01_18500.png,train
86,GI-LP0237,MOVI0009,2016-10-18,09:59:01,18501,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_59_01_18501.png,train
87,GI-LP0237,MOVI0009,2016-10-18,09:59:01,18502,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_59_01_18502.png,train
88,GI-LP0237,MOVI0009,2016-10-18,09:59:01,18503,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_59_01_18503.png,train
89,GI-LP0237,MOVI0009,2016-10-18,09:59:01,18504,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_59_01_18504.png,train
90,GI-LP0237,MOVI0009,2016-10-18,09:59:01,18505,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_59_01_18505.png,train
91,GI-LP0237,MOVI0009,2016-10-18,09:59:01,18506,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_59_01_18506.png,train
92,GI-LP0237,MOVI0009,2016-10-18,09:59:01,18507,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_59_01_18507.png,train
93,GI-LP0237,MOVI0009,2016-10-18,09:59:01,18508,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_59_01_18508.png,train
94,GI-LP0237,MOVI0009,2016-10-18,09:59:01,18509,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_59_01_18509.png,train
95,GI-LP0237,MOVI0009,2016-10-18,09:59:02,18510,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_09_59_02_18510.png,train
96,GI-LP0237,MOVI0009,2016-10-18,10:01:15,22518,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_01_15_22518.png,train
97,GI-LP0237,MOVI0009,2016-10-18,10:01:15,22519,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_01_15_22519.png,train
98,GI-LP0237,MOVI0009,2016-10-18,10:01:15,22520,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_01_15_22520.png,train
99,GI-LP0237,MOVI0009,2016-10-18,10:01:15,22521,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_01_15_22521.png,train
100,GI-LP0237,MOVI0009,2016-10-18,10:01:15,22522,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_01_15_22522.png,train
101,GI-LP0237,MOVI0009,2016-10-18,10:01:15,22523,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_01_15_22523.png,train
102,GI-LP0237,MOVI0009,2016-10-18,10:01:15,22524,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_01_15_22524.png,train
103,GI-LP0237,MOVI0009,2016-10-18,10:01:15,22525,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_01_15_22525.png,train
104,GI-LP0237,MOVI0009,2016-10-18,10:01:15,22526,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_01_15_22526.png,train
105,GI-LP0237,MOVI0009,2016-10-18,10:01:15,22527,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_01_15_22527.png,train
106,GI-LP0237,MOVI0009,2016-10-18,10:01:15,22528,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_01_15_22528.png,train
107,GI-LP0237,MOVI0009,2016-10-18,10:01:18,22603,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_01_18_22603.png,train
108,GI-LP0237,MOVI0009,2016-10-18,10:01:18,22604,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_01_18_22604.png,train
109,GI-LP0237,MOVI0009,2016-10-18,10:01:18,22605,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_01_18_22605.png,train
110,GI-LP0237,MOVI0009,2016-10-18,10:01:18,22606,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_01_18_22606.png,train
111,GI-LP0237,MOVI0009,2016-10-18,10:01:18,22607,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_01_18_22607.png,train
112,GI-LP0237,MOVI0009,2016-10-18,10:01:18,22608,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_01_18_22608.png,train
113,GI-LP0237,MOVI0009,2016-10-18,10:01:18,22609,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_01_18_22609.png,train
114,GI-LP0237,MOVI0009,2016-10-18,10:03:51,27180,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_03_51_27180.png,train
115,GI-LP0237,MOVI0009,2016-10-18,10:03:51,27181,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_03_51_27181.png,train
116,GI-LP0237,MOVI0009,2016-10-18,10:03:51,27182,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_03_51_27182.png,train
117,GI-LP0237,MOVI0009,2016-10-18,10:03:51,27183,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_03_51_27183.png,train
118,GI-LP0237,MOVI0009,2016-10-18,10:03:51,27184,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_03_51_27184.png,train
119,GI-LP0237,MOVI0009,2016-10-18,10:03:51,27185,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_03_51_27185.png,train
120,GI-LP0237,MOVI0009,2016-10-18,10:03:51,27186,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_03_51_27186.png,train
121,GI-LP0237,MOVI0009,2016-10-18,10:03:51,27187,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_03_51_27187.png,train
122,GI-LP0237,MOVI0009,2016-10-18,10:03:51,27188,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_03_51_27188.png,train
123,GI-LP0237,MOVI0009,2016-10-18,10:03:51,27189,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_03_51_27189.png,train
124,GI-LP0237,MOVI0009,2016-10-18,10:03:51,27190,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_03_51_27190.png,train
125,GI-LP0237,MOVI0009,2016-10-18,10:03:51,27191,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_03_51_27191.png,train
126,GI-LP0237,MOVI0009,2016-10-18,10:03:51,27192,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_03_51_27192.png,train
127,GI-LP0237,MOVI0009,2016-10-18,10:03:51,27193,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_03_51_27193.png,train
128,GI-LP0237,MOVI0009,2016-10-18,10:03:51,27194,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_03_51_27194.png,train
129,GI-LP0237,MOVI0009,2016-10-18,10:03:51,27195,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_03_51_27195.png,train
130,GI-LP0237,MOVI0009,2016-10-18,10:03:51,27196,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_03_51_27196.png,train
131,GI-LP0237,MOVI0009,2016-10-18,10:03:51,27197,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_03_51_27197.png,train
132,GI-LP0237,MOVI0009,2016-10-18,10:03:51,27198,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_03_51_27198.png,train
133,GI-LP0237,MOVI0009,2016-10-18,10:03:51,27199,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_03_51_27199.png,train
134,GI-LP0237,MOVI0009,2016-10-18,10:03:51,27200,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_03_51_27200.png,train
135,GI-LP0237,MOVI0009,2016-10-18,10:03:51,27201,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_03_51_27201.png,train
136,GI-LP0237,MOVI0009,2016-10-18,10:03:51,27202,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_03_51_27202.png,train
137,GI-LP0237,MOVI0009,2016-10-18,10:03:51,27203,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_03_51_27203.png,train
138,GI-LP0237,MOVI0009,2016-10-18,10:03:51,27204,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_03_51_27204.png,train
139,GI-LP0237,MOVI0009,2016-10-18,10:03:51,27205,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_03_51_27205.png,train
140,GI-LP0237,MOVI0009,2016-10-18,10:03:51,27206,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_03_51_27206.png,train
141,GI-LP0237,MOVI0009,2016-10-18,10:03:51,27207,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_03_51_27207.png,train
142,GI-LP0237,MOVI0009,2016-10-18,10:03:51,27208,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_03_51_27208.png,train
143,GI-LP0237,MOVI0009,2016-10-18,10:03:53,27245,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_03_53_27245.png,train
144,GI-LP0237,MOVI0009,2016-10-18,10:03:53,27246,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_03_53_27246.png,train
145,GI-LP0237,MOVI0009,2016-10-18,10:03:53,27247,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_03_53_27247.png,train
146,GI-LP0237,MOVI0009,2016-10-18,10:03:53,27248,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_03_53_27248.png,train
147,GI-LP0237,MOVI0009,2016-10-18,10:03:53,27249,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_03_53_27249.png,train
148,GI-LP0237,MOVI0009,2016-10-18,10:07:31,33807,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_07_31_33807.png,train
149,GI-LP0237,MOVI0009,2016-10-18,10:07:31,33808,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_07_31_33808.png,train
150,GI-LP0237,MOVI0009,2016-10-18,10:07:31,33809,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_07_31_33809.png,train
151,GI-LP0237,MOVI0009,2016-10-18,10:07:32,33810,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_07_32_33810.png,train
152,GI-LP0237,MOVI0009,2016-10-18,10:07:32,33811,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_07_32_33811.png,train
153,GI-LP0237,MOVI0009,2016-10-18,10:07:32,33812,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_07_32_33812.png,train
154,GI-LP0237,MOVI0009,2016-10-18,10:07:32,33813,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_07_32_33813.png,train
155,GI-LP0237,MOVI0009,2016-10-18,10:07:32,33814,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_07_32_33814.png,train
156,GI-LP0237,MOVI0009,2016-10-18,10:07:32,33815,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_07_32_33815.png,train
157,GI-LP0237,MOVI0009,2016-10-18,10:07:32,33816,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_07_32_33816.png,train
158,GI-LP0237,MOVI0009,2016-10-18,10:07:32,33817,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_07_32_33817.png,train
159,GI-LP0237,MOVI0009,2016-10-18,10:07:32,33818,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_07_32_33818.png,train
160,GI-LP0237,MOVI0009,2016-10-18,10:07:32,33819,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_07_32_33819.png,train
161,GI-LP0237,MOVI0009,2016-10-18,10:07:32,33820,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_07_32_33820.png,train
162,GI-LP0237,MOVI0009,2016-10-18,10:07:32,33821,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_07_32_33821.png,train
163,GI-LP0237,MOVI0009,2016-10-18,10:07:32,33822,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_07_32_33822.png,train
164,GI-LP0237,MOVI0009,2016-10-18,10:07:32,33823,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_07_32_33823.png,train
165,GI-LP0237,MOVI0009,2016-10-18,10:07:32,33824,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_07_32_33824.png,train
166,GI-LP0237,MOVI0009,2016-10-18,10:07:32,33825,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_07_32_33825.png,train
167,GI-LP0237,MOVI0009,2016-10-18,10:07:32,33826,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_07_32_33826.png,train
168,GI-LP0237,MOVI0009,2016-10-18,10:07:32,33827,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_07_32_33827.png,train
169,GI-LP0237,MOVI0009,2016-10-18,10:07:32,33828,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_07_32_33828.png,train
170,GI-LP0237,MOVI0009,2016-10-18,10:07:32,33829,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_07_32_33829.png,train
171,GI-LP0237,MOVI0009,2016-10-18,10:07:32,33830,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_07_32_33830.png,train
172,GI-LP0237,MOVI0009,2016-10-18,10:07:32,33831,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_07_32_33831.png,train
173,GI-LP0237,MOVI0009,2016-10-18,10:07:32,33832,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_07_32_33832.png,train
174,GI-LP0237,MOVI0009,2016-10-18,10:07:32,33833,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_07_32_33833.png,train
175,GI-LP0237,MOVI0009,2016-10-18,10:07:32,33834,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_07_32_33834.png,train
176,GI-LP0237,MOVI0009,2016-10-18,10:07:32,33835,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_07_32_33835.png,train
177,GI-LP0237,MOVI0009,2016-10-18,10:07:32,33836,prey,GI-LP0237_10_MOVI0009.avi_image_2016-10-18_10_07_32_33836.png,train
